,title,is_popular
260,"Evidence of normalisation of economic activity in India: IMF chief economistOn Tuesday, the IMF predicted a projected 12.5 per cent growth rate for India in 2021, stronger than that of China",0
261,PSPCL provided over 10K jobs: CMD,1
262,FIR filed over social media posts on Punjab CM,0
263,"Record reason for bail refusal, JJ boards toldCan’t reject bail to juveniles in a mechanical manner, says HC",1
264,Bathinda farmers take out rally,1
265,Youth Congress  workers protest fuel price hike,0
266,"Unemployment high in India due to govt’s “ill-considered demonetisation decision”: Manmohan SinghThe summit was organised to launch a Vision Document, a framework of ideas for development of Kerala well in advance of the state elections",1
267,"Alia Bhatt to star in, produce ‘Darlings’ with Shah Rukh Khan’s Red Chillies EntertainmentAlia Bhatt's sister Shaheen too posted about the production house on her Instagram page.",0
268,"Maharashtra: Fed up of caring for ailing wife, man kills her",0
269,Patanjali’s Coronil certified as COVID-19 treatment ‘supporting measure’Medicine gets Ayush Ministry certification as per WHO scheme,1
270,"BKU chief Joginder Singh Ugrahan positive, hospitalised",1
271,Rakhi Sawant's mom thanks Salman Khan for financial support in cancer treatment; watchRakhi was a finalist on season 14 of the Salman-hosted reality show Bigg Boss,0
272,"Kisan mahapanchayatCapt failed to fulfil promises, AAP only alternative: KejriwalVows support to farmers until laws repealed",0
273,HC: Maternity benefits for child through surrogacy,0
274,"Snow in Keylong, Kalpa, cold wave intensifiesMet issues yellow, orange warning I Wheat crop damaged",1
275,Registration of marriage via video link allowed: Punjab and Haryana High Court,1
276,No syllabus cut for CBSE Classes IX-XII,0
277,IPL franchise Kings XI Punjab is now Punjab KingsThe next IPL is set to start in the second week of April,0
278,"How doctors can push vaccine adoption during pandemicDoctors could voluntarily reach out to patients, even by email, to let them know what the Covid-19 vaccine means",0
279,7-day national workshop on football coaching begins,0
280,Gangster-turned-politician Mukhtar Ansari brought back to UP's Banda jail from PunjabHe was ferried in an ambulance guarded by a strong posse of gun-toting security personnel throughout his 900-km journey from Ropar to the Uttar Pradesh town in the Bundelkhand region,1
281,Rahul Gandhi hits out at Modi govt over rising petrol pricesThe Congress has accused the Centre of looting people by imposing high taxes on petrol and diesel and has demanded its rollback,0
282,"Five killed in Myanmar as troops open fire on protestersMyanmar likely becoming failed state, says Fitch Solutions; parallel govt to submit evidence of atrocities to UN body",0
283,"In interview with Oprah, Prince Harry talks about mother DianaSays Split from royal life “unbelievably tough”",1
284,Newlyweds hand over shagun to Tikri farmers,0
285,Abohar residents pay tribute to BSF martyrVijay Kumar Mahar was killed in a 2011 Assam ambush,0
286,"Sushant Singh Rajput case: NCB detains assistant film directorAn NCB official said the name of Pawar, who was a friend of the late actor, has cropped up during interrogation of other accused arrested earlier in the case",0
287,Youth Congress activists protest in Delhi against fuel price hikePetrol price was increased by 26 paise per litre and diesel by 29 paise,1
288,"Record reason for bail refusal, JJ boards toldCan’t reject bail to juveniles in a mechanical manner, says HC",1
289,Department awaits report on virus mutation,0
290,Healthy eatingColour your plate healthyWe want you to taste the rainbow - but not the kind that comes in a bright red candy bag!,0
291,In the NewsUGC asks varsities to encourage students to take voluntary online exam on 'cow science',0
292,"Patiala district inches towards second Covid wave peak1,005 cases reported in four days; Urban Estate worst hit",1
293,"After Ranbir Kapoor, Sanjay Leela Bhansali tests COVID-19 positive, Alia Bhatt home quarantinedAlia has been shooting with Bhansali in Mumbai for “Gangubai Kathiawadi”",1
294,"COVID-19 continues to haunt Patiala govt schools; 8 more teachers test positiveAs per the health department, a total of 46 staff members and two school children contracted the virus in February",1
295,"Slash VAT on fuel, SAD asks govtAfter a long gap,  Badal visits Lambi",0
296,Kim Clijsters withdraws from Miami and Charleston tournamentsClijsters says she plans to undergo three to six weeks of pain management treatment,0
297,"TMC MLA Jitendra Tiwari joins BJPReacting to the development, the TMC said it is a 'good riddance'",1
298,"Procurement agencies’ staff, arhtiyas, labourers, farmers to get Covid vaccine",0
299,"British fugitive wins appeal against extradition to India due to high suicide riskThe appeal was argued on the grounds of Section 91 of the Extradition Act, which prohibits extradition from the UK if it would be 'unjust or oppressive' to the person",1
300,"'This is hell': UN food aid chief visits Yemen, fears famineSome 400,000 children are in need of immediate assistance to save their lives from deadly malnutrition",1
301,"COVID creates ‘fertile ground’ for genital cutting in AfricaFGM, which involves partial or total removal of the female genitalia, threatens 4 million girls annually.",1
302,"COVID-19: Mumbai sees 1,034 cases, 712 recoveries, 3 deathsOver 1,000 cases for the third straight day",0
303,AstraZeneca: No evidence of high blood clot risk from vaccine,0
304,"Climate pledges for 2030 put world far off 1.5C goal, UN warnsUN report summarises new plans submitted so far ahead of COP26;  2030 emissions targets fall way short of keeping warming to 1.5C; pressure rises on major emitters to set more ambitious goals",1
305,"South Korea reports 668 new coronavirus cases, highest daily count in 3 monthsLatest surge centered around clusters in kindergartens, saunas, bars and churches",0
306,good luck!Exams for primary classes begin,0
307,"Body weight, 'bad' cholesterol new risk factors for CovidThe team found that people, who were Covid positive, were more likely to be obese or have Type-2 diabetes",0
308,researchIIT Mandi researchers develop scalable method for efficient removal of heavy metals from water,0
309,"2,490 cases, 38 deaths in past 24 hrs  in Punjab",1
310,"Cannot use language like ‘Tom, Dick, Harry’ in petition: Delhi HCPetitioner has raised a grievance relating to National Company Law Tribunal",1
311,Healthy lifestyle behaviour may improve cholesterol profiles,0
312,"Power project in Aravallis hangs fireFive years on, clearance from Forest Department awaited",0
313,WhatsApp CEO ‘worried’ about Indian government promoting KooKoo has crossed 40 lakh users within no time,1
314,Cops leave for Rajasthan to get gangster Lawrence Bishnoi's custodyProcure production warrant in YC  leader’s murder case,1
315,SC agrees to hear plea for caste-wise 2021 census for backward classes,0
316,Punjab schools to open full time from February 22Education Minister Vijay Inder Singla announces new timings for all the schools across the state,1
317,No appointment letters sans permission: Punjab and Haryana High Court,0
318,Not to be sniffed at: Agony of post-COVID-19 loss of smellLosing the sense of smell can be more than a mere inconvenience.,1
319,Indians rank high on positivity about finances in new Global Student Survey,1
320,"9 illegal stills busted in Amritsar, 11 held461 ltr illicit liquor, 58,200 kg ‘lahan’ seized in Ajnala",0
321,"CAG: Punjab shying away from spending on health, education",1
322,Cheema questions PSPCL move on phone connections,0
323,Jal Shakti Ministry will involve MPsJJM is under implementation in partnership with states since August 2019,0
324,Abohar MC bans sale of drinks in plastic bottles,0
325,"Fully vaccinated can travel again within US, says new CDC guidancePreviously, the agency had cautioned against unnecessary travel even for vaccinated people",0
326,"Kangana Ranaut opens cafe and restaurant in ManaliThe actress calls this her dream venture, revealing that apart from cinema she is also passionate about food.",1
327,"Neha Kakkar sings at wedding, hubby Rohanpreet Singh dances to her tune; Vindu Dara Singh says, ‘rab ne bana di Jodi’The Television actor shared a video where the 32-year-old singer was heard signing her hit number ‘La la La’",1
328,Parliament nod to Bill to raise upper limit for abortions to 24 weeks in special casesResolution moved by Congress leader Pratap Singh Bajwa to send bill to a select committee of Rajya Sabha defeated by voice vote,0
329,"28-year-old man kills 56-year-old mother in Parwanoo village; arrestedThe victim received fatal injuries to the chest, shoulder, and chin",0
330,"Farmers' agitation: Youth pay tributes to martyrsTo leave for Delhi today to observe martyrdom day of Bhagat Singh, Rajguru and Sukhdev",1
331,Suniel Shetty's throwback has left him wonderingThe actor uploaded his picture on Instagram from his earlier acting days,0
332,"6 foreign ministers to address Asia Economic DialogueVeteran diplomats, WTO experts, global bankers to also participate",1
333,"Know your councillorsA homemaker, she now has plans to improve amenities in her areaJyoti (39), INC councillor,  Phillaur",0
334,RBI pegs retail inflation at 4.4-5.2% for this fiscalSays ‘some underlying constituents’ testing upper tolerance level,0
